"Y" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16"
"4997" "H" -0.448480891126949 -1.33510561605138 -2.04601641437415 -1.60051012488651 -0.215214564858319 0.122907994310516 0.0505420584035869 1.98943107723065 -1.5803532064687 -0.515195065930563 -0.172553362080816 -2.37572863176609 -2.12903079346872 -0.219076152283836 0.0341244599755994 -1.43811674235494
"5745" "B" -0.448480891126949 -0.0750370812475673 -0.556867308239175 0.225592104115312 -0.215214564858319 1.35940693103603 0.0505420584035869 0.137557192181454 -0.534990499406671 -0.515195065930563 -0.172553362080816 -0.606905371044378 -1.52380563719874 -0.219076152283836 -0.927127933703262 0.899175992562005
"10153" "Z" -1.30591496268215 3.28514567822927 -0.556867308239175 -0.687459010385598 -0.215214564858319 0.122907994310516 0.0505420584035869 -0.232817584828385 -0.534990499406671 0.288510040626222 -0.172553362080816 -0.16469955586395 -0.0107427465237921 -0.219076152283836 0.0341244599755994 1.67827357086765
"9258" "Q" -0.448480891126949 -1.75512846098599 -1.0532503436175 -0.230933453135143 0.214827526975668 1.35940693103603 1.03769163659864 0.507931969191293 -1.05767185293769 -1.31890017248735 0.20752012267869 -0.606905371044378 -1.22119305906375 1.07398067099393 0.99537685365446 0.509627203409181
"10819" "Q" -0.0197638553493475 -0.495059926182172 0.435898762517477 1.13864321861622 -1.07529874852629 1.97765639939878 0.544116847501113 1.24868152321097 0.51037220765536 -0.917047619208956 -0.172553362080816 1.16191788967733 -0.313355324658782 0.427452259355047 0.0341244599755994 1.28872478171483
"18419" "W" 1.26638725198346 -2.17515130592059 -1.54963337899583 -1.14398456763605 0.214827526975668 0.122907994310516 0.544116847501113 -0.232817584828385 -1.05767185293769 -0.515195065930563 0.587593607438197 -1.93352281658566 -2.12903079346872 0.427452259355047 0.0341244599755994 -1.43811674235494
"18139" "M" 2.98125539509387 -0.0750370812475673 2.42143090403078 1.13864321861622 -0.645256656692306 0.122907994310516 0.544116847501113 -0.973567138848062 1.55573491471739 0.288510040626222 -0.172553362080816 0.719712074496906 0.594482409746187 -0.219076152283836 0.0341244599755994 -0.269470374896466
"1000" "O" -0.0197638553493475 -0.0750370812475673 0.435898762517477 0.225592104115312 -0.645256656692306 -1.113590942415 -0.44303273069394 0.137557192181454 -0.0123091458756555 -0.113342512652171 -0.932700331599828 -0.16469955586395 -0.313355324658782 -0.865604563922719 0.0341244599755994 0.509627203409181
"13074" "O" -0.0197638553493475 1.18503145355625 -0.0604842728608491 -0.230933453135143 -0.215214564858319 0.122907994310516 1.03769163659864 1.61905630022081 -0.0123091458756555 -0.515195065930563 -0.552626846840322 0.277506259316478 0.594482409746187 -0.219076152283836 0.99537685365446 0.120078414256358
"8797" "Q" -0.0197638553493475 -1.33510561605138 0.435898762517477 1.59516877586668 -0.215214564858319 -0.49534147405224 0.544116847501113 0.878306746201132 1.03305356118637 -0.113342512652171 0.20752012267869 1.60412370485776 0.291869831611198 -0.219076152283836 0.99537685365446 0.899175992562005
"10906" "A" -0.448480891126949 -0.915082771116777 -0.0604842728608491 -0.687459010385598 -2.36542502402826 0.122907994310516 2.02484121479369 -0.232817584828385 -0.534990499406671 1.09221514718301 -1.69284730111884 0.277506259316478 0.291869831611198 -1.5121329755616 0.99537685365446 -0.269470374896466
"16748" "H" -0.0197638553493475 -1.75512846098599 -0.556867308239175 -0.230933453135143 0.214827526975668 0.122907994310516 0.0505420584035869 3.84130496227984 -0.0123091458756555 -0.515195065930563 -0.552626846840322 0.719712074496906 -0.615967902793772 -0.219076152283836 0.0341244599755994 -1.43811674235494
"12098" "N" 1.26638725198346 -0.495059926182172 0.435898762517477 -0.230933453135143 1.50495380247763 -1.113590942415 1.03769163659864 0.137557192181454 1.55573491471739 -1.72075272576574 -0.172553362080816 0.277506259316478 1.19970756601617 1.07398067099393 0.99537685365446 -0.659019164049289
"4320" "W" 1.69510428776106 -0.915082771116777 2.42143090403078 2.05169433311713 1.50495380247763 -1.113590942415 -2.41733188708405 -0.973567138848062 3.12377897531044 0.690362593904615 1.72781406171672 1.16191788967733 1.19970756601617 1.07398067099393 0.51475065681503 -0.659019164049289
